color,director_name,duration,actor_2_name,gross,genres,actor_1_name,movie_title,num_voted_users,actor_3_name,plot_keywords,language,country,content_rating,title_year
Color,John McTiernan,106,José Wilker,45500797,Adventure|Drama|Romance,Lorraine Bracco,Medicine Man ,17443,Sean Connery,cancer|environment|gas chromatograph|jungle|nature,English,USA,PG-13,1992
Color,Colin Strause,102,Johnny Lewis,41797066,Action|Horror|Sci-Fi|Thriller,Sam Trammell,Aliens vs. Predator: Requiem ,92789,Ian Whyte,alien|escape|hunting|hybrid|predator,English,USA,R,2007
Color,Donald Petrie,95,John Larroquette,38087756,Comedy|Family,Macaulay Culkin,Ri¢hie Ri¢h ,49612,Jonathan Hyde,attempted murder|based on comic book|escape from prison|lost at sea|wealth,English,USA,PG,1994
Color,Joan Chen,103,Sam Trammell,37752931,Drama|Romance,J.K. Simmons,Autumn in New York ,20201,Elaine Stritch,may december romance|new york|new york city|rockefeller center|title directed by female,English,USA,PG-13,2000
Color,Marc Lawrence,95,Scott Porter,50562555,Comedy|Music|Romance,Brad Garrett,Music and Lyrics ,81334,Haley Bennett,love|lyricist|singer|singing|song,English,USA,PG-13,2007
Color,Greg Mottola,109,Nelson Ascencio,37371385,Adventure|Comedy|Sci-Fi,Bobby Lee,Paul ,192462,Jeremy Owen,alien|geek|nerd|road trip|ufo,English,USA,R,2011
Color,Anne Fletcher,95,Tom Virtue,37101011,Comedy|Drama,Miriam Margolyes,The Guilt Trip ,30394,Julene Renee,cross country|love|mother son relationship|on the road|trip,English,USA,PG-13,2012
Color,Wes Craven,111,Aimee Teegarden,38176892,Horror|Mystery,Alison Brie,Scream 4 ,104119,Shenae Grimes-Beech,author|book|deputy|murder|sheriff,English,USA,R,2011
Color,Joel Schumacher,123,Chris Bauer,36283504,Mystery|Thriller,Nicolas Cage,8MM ,104564,Anthony Heald,investigation|obsession|private eye|private investigator|snuff film,English,Germany,R,1999
Color,Oliver Stone,140,Kevin Dillon,35183792,Biography|Drama|Music|Musical,Michael Wincott,The Doors ,68159,Kathleen Quinlan,death|paris france|rock band|singer|the doors,English,USA,R,1991
Color,Jake Kasdan,94,Randall Park,38543473,Comedy,James Wilcox,Sex Tape ,84382,Nat Faxon,sex in a car|sex video|sexual desire|sexuality|undressing,English,USA,R,2014
Color,Diane Keaton,94,Celia Weston,36037909,Comedy|Drama,Adam Arkin,Hanging Up ,10132,Jesse James,actress|clown costume|magazine|party planner|soap opera actress,English,Germany,PG-13,2000
Color,Steven Quale,92,Jacqueline MacInnes Wood,42575718,Horror,Emma Bell,Final Destination 5 ,83788,Courtney B. Vance,blood splatter|death|eyeball run over by car|latex gloves|suspension bridge,English,USA,R,2011
Color,Kelly Makin,102,Burt Young,33864342,Comedy|Crime|Romance,Jeanne Tripplehorn,Mickey Blue Eyes ,29968,Vincent Pastore,auctioneer|fbi|mafia|mobster|painting,English,UK,PG-13,1999
Color,Mimi Leder,123,Haley Joel Osment,33508922,Drama,Kevin Spacey,Pay It Forward ,95860,Angie Dickinson,alcoholism|boy|good deed|protective male|teacher,English,USA,PG-13,2000
Color,Bobby Farrelly,104,KaDee Strickland,42071069,Comedy|Drama|Romance|Sport,Jimmy Fallon,Fever Pitch ,36223,Ione Skye,baltimore orioles|boston red sox|promotion|ups|world series,English,USA,PG-13,2005
Color,,30,Melissa Altro,,Animation|Comedy|Family,Bruce Dinsmore,Arthur             ,8495,Daniel Brochu,based on children's book|best friend|character name in title|friend|one word title,English,Canada,TV-Y,
Color,Steven Brill,102,Shaun Weiss,32853640,Comedy|Drama,Lisa Ann Walter,Drillbit Taylor ,50199,Matt Walsh,bodyguard|bully|generation y|high school|nerd,English,USA,PG-13,2008
Color,Seth MacFarlane,136,Charlize Theron,42615685,Comedy|Western,Liam Neeson,A Million Ways to Die in the West ,136093,Seth MacFarlane,dancing sheep|fetish|musical scene|racial humor|snake poison,English,USA,R,2014
Color,Russell Mulcahy,93,Peter Boyle,32055248,Action|Adventure|Crime|Fantasy|Mystery|Thriller,Jonathan Winters,The Shadow ,18723,John Kapelos,1930s|bomb|city|invisibility|the shadow,English,USA,PG-13,1994
Color,Stephen Daldry,129,Thomas Horn,31836745,Adventure|Drama|Mystery,Tom Hanks,Extremely Loud & Incredibly Close ,81298,Stephen Henderson,fear|mourning|mute|quest|revelation,English,USA,PG-13,2011
Color,Roger Michell,107,Patti D'Arbanville,30993544,Comedy|Drama|Romance,Noah Bean,Morning Glory ,58871,Vanessa Aspillaga,job offer|roller coaster|slow motion action scene|slow motion sequence|television,English,USA,PG-13,2010
Color,Jim Sheridan,117,Bill Duke,30981850,Biography|Crime|Drama|Music,50 Cent,Get Rich or Die Tryin' ,35834,Marc John Jefferies,male frontal nudity|male pubic hair|prison|pubic hair|violence,English,USA,R,2005
Color,Christian Duguay,116,Cary-Hiroyuki Tagawa,30199105,Action|Adventure|Crime|Thriller,Michael Biehn,The Art of War ,25346,Anne Archer,blood splatter|fbi|murder|secretary general|united nations,English,USA,R,2000
Color,Chris Columbus,135,David Fine,29077547,Drama|Musical|Romance,Rosario Dawson,Rent ,41685,Jesse L. Martin,aids|hiv positive|lawyer|new york city|roommate,English,USA,PG-13,2005
Color,Chuck Russell,107,Jimmy Smits,29374178,Crime|Drama|Horror|Thriller,Rufus Sewell,Bless the Child ,12093,Angela Bettis,easter|fbi|luminol|nurse|omen,English,USA,R,2000
Color,Sam Weisman,90,Valerie Perri,28535768,Comedy,Oliver Hudson,The Out-of-Towners ,10446,Carlease Burke,job interview|manhattan new york city|new york city|remake|sausage,English,USA,PG-13,1999
Color,John Frankenheimer,99,Temuera Morrison,27663982,Horror|Sci-Fi|Thriller,Marlon Brando,The Island of Dr. Moreau ,26051,Marco Hofschneider,animal experimentation|chimera|island|jungle|mutant,English,USA,PG-13,1996
Color,Peter Hyams,104,Justin Chambers,27053815,Action|Adventure|Romance,Catherine Deneuve,The Musketeer ,12856,Stephen Rea,guard|king|murder|musketeer|swordsman,English,Germany,PG-13,2001
Color,Justin Chadwick,115,Scarlett Johansson,26814957,Biography|Drama|History|Romance,Natalie Portman,The Other Boleyn Girl ,84357,Benedict Cumberbatch,children|court|king|king henry viii|love,English,UK,PG-13,2008
Color,Pat O'Connor,119,Charlize Theron,25178165,Drama|Romance,Keanu Reeves,Sweet November ,70292,Frank Langella,advertising|cancer|dog|san francisco california|terminal illness,English,USA,PG-13,2001
Color,Stephen Hopkins,99,Andrea Frankle,25117498,Horror|Thriller,Stephen Rea,The Reaping ,37412,William Ragsdale,biblical plague|louisiana|missionary|plague|small town,English,USA,R,2007
Color,Martin Scorsese,112,David Carradine,32645,Crime|Drama|Romance|Thriller,Robert De Niro,Mean Streets ,67797,David Proval,bar|catholic guilt|epilepsy|italian american|money,English,USA,R,1973
Color,Penny Marshall,128,Cliff Robertson,24332324,Comedy|Drama,Ed Begley Jr.,Renaissance Man ,13830,Lillo Brancato,army|basic training|reference to shakespeare's hamlet|teacher|u.s. army,English,USA,PG-13,1994
Color,Olivier Megaton,112,Callum Blue,36665854,Action|Crime|Drama|Thriller,Jordi Mollà,Colombiana ,76498,Jesse Borrego,female in a shower|female nudity|premarital sex|sex scene|woman wearing a miniskirt,English,France,PG-13,2011
Color,Frederik Du Chau,86,Jaleel White,22717758,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,Gary Oldman,The Magic Sword: Quest for Camelot ,11156,Eric Idle,camelot|dragon|excalibur|knight|sword,English,USA,G,1998
Color,Michael Caton-Jones,108,James Franco,22433915,Crime|Drama|Mystery|Thriller,Robert De Niro,City by the Sea ,21319,John Doman,beach|grandson|murder|new york city|police,English,USA,R,2002
 Black and White,Irwin Winkler,128,Nathan Lane,22326247,Drama|Romance,Mira Sorvino,At First Sight ,11232,Steven Weber,based on article|blindness|box office flop|massage therapist|regaining sight,English,USA,PG-13,1999
Color,Joseph Kahn,84,Jay Hernandez,21176322,Action|Comedy|Crime,Dane Cook,Torque ,23747,Christina Milian,murder|on the run|security camera|surveillance footage|timebomb,English,USA,PG-13,2004
Color,Harold Becker,111,Martin Landau,20300000,Drama|Thriller,Al Pacino,City Hall ,16741,Bridget Fonda,drug dealer|mayor|new york city|probation|scandal,English,USA,R,1996
Color,Paul Verhoeven,131,Elizabeth Berkley,20302961,Drama,Bobbie Phillips,Showgirls ,49874,Robert Davi,cult film|lap dance|lap dancing|stripper|striptease,English,France,NC-17,1995
Color,Sofia Coppola,123,Shirley Henderson,15962471,Biography|Drama|History|Romance,Kirsten Dunst,Marie Antoinette ,79892,Rip Torn,austria|cake|france|queen|versailles,English,USA,PG-13,2006
Color,Barbet Schroeder,101,Michael Rapaport,14942422,Action|Crime|Thriller,Nicolas Cage,Kiss of Death ,14226,Philip Baker Hall,beard|female nudity|police brutality|stripper|woman in lingerie,English,USA,R,1995
Color,Stephen Kay,102,Miranda Richardson,14967182,Action|Crime|Drama|Thriller,Sylvester Stallone,Get Carter ,27305,Lauren Lee Smith,affair|car crash|enforcer|funeral|murder,English,USA,R,2000
Color,J.A. Bayona,114,Geraldine Chaplin,18996755,Drama|Thriller,Naomi Watts,The Impossible ,145270,Oaklee Pendergast,christmas|resort|thailand|tourist|tsunami,English,Spain,PG-13,2012
Color,Elaine May,107,Warren Beatty,14375181,Action|Adventure|Comedy|Music|Thriller,Carol Kane,Ishtar ,8692,Isabelle Adjani,cia|emir|hotel|map|morocco,English,USA,PG-13,1987
Color,Wes Anderson,87,Meryl Streep,20999103,Adventure|Animation|Comedy|Crime|Family,Bill Murray,Fantastic Mr. Fox ,139114,Helen McCrory,cider|farm|farmer|fox|tale,English,USA,PG,2009
Color,Stephen Herek,103,Stockard Channing,14448589,Comedy|Romance,Angelina Jolie Pitt,Life or Something Like It ,19364,James Gammon,football|homeless man|interview|psychic|reporter,English,USA,PG-13,2002
Color,John Carpenter,99,Michael McKean,14358033,Comedy|Romance|Sci-Fi|Thriller,Richard Epcar,Memoirs of an Invisible Man ,17365,Patricia Heaton,accident|bar|chase|cia|laboratory,English,USA,PG-13,1992
 Black and White,Jean-Pierre Jeunet,122,Jamel Debbouze,33201661,Comedy|Romance,Mathieu Kassovitz,Amélie ,534262,Isabelle Nanty,cheerfulness|female protagonist|garden gnome|magical realism|waitress,French,France,R,2001
Color,Dennie Gordon,91,Bob Saget,14018364,Comedy|Crime|Family|Romance,Mary-Kate Olsen,New York Minute ,17722,Riley Smith,dog|new york city|scholarship|senator|twin,English,USA,PG,2004
Color,Charles Shyer,103,Nia Long,13395939,Comedy|Drama|Romance,Omar Epps,Alfie ,43442,Jane Krakowski,best friend|commitment|friend|limousine driver|one night stand,English,UK,R,2004
Color,Ken Kwapis,107,Tim Blake Nelson,20113965,Biography|Drama|Romance,Ted Danson,Big Miracle ,15231,Andrew Daly,arctic circle|reporter|small town|volunteer|whale,English,USA,PG,2012
Color,Ulu Grosbard,106,Treat Williams,13376506,Drama,Alexa PenaVega,The Deep End of the Ocean ,10413,Jonathan Jackson,basketball|boy|italian|kidnapping a child|reunion,English,USA,PG-13,1999
Color,William Malone,101,Jeffrey Combs,13208023,Crime|Horror|Thriller,Natascha McElhone,Feardotcom ,17309,Udo Kier,bondage gear|bound and gagged|hung by one's wrists|tied to a chair|tied to a table,English,UK,R,2002
Color,Paul Weitz,109,Salma Hayek,13838130,Action|Adventure|Fantasy|Thriller,Josh Hutcherson,Cirque du Freak: The Vampire's Assistant ,35990,Patrick Fugit,antidote|based on young adult novel|flyer|spider|vampire,English,USA,PG-13,2009
Color,Paul McGuigan,110,Spencer Wilding,5773519,Drama|Horror|Sci-Fi|Thriller,Daniel Radcliffe,Victor Frankenstein ,28618,Daniel Mays,assistant|experiment|frankenstein|medical student|scientist,English,USA,PG-13,2015
Color,Danny DeVito,89,Amber Valletta,9652000,Comedy,Justin Theroux,Duplex ,46205,Harvey Fierstein,christmas|duplex|television|tenant|writer,English,USA,PG-13,2003
Color,Malcolm D. Lee,100,Sean Hayes,12081447,Comedy|Drama|Music,Bernie Mac,Soul Men ,7794,Mike Epps,band|masturbation|reunion|singer|tribute,English,USA,R,2008
Color,Jerry Jameson,119,Jason Robards,7000000,Action|Adventure|Drama|Thriller,M. Emmet Walsh,Raise the Titanic ,2933,Anne Archer,military|mineral|ocean|ship|titanic,English,UK,PG,1980
Color,Mic Rodgers,83,Daniel von Bargen,10431220,Action|Sci-Fi,Michael Jai White,Universal Soldier: The Return ,24216,Xander Berkeley,combat|computer|general|military|reporter,English,USA,R,1999
Color,Christian Alvart,108,Dennis Quaid,10326062,Action|Horror|Mystery|Sci-Fi|Thriller,Norman Reedus,Pandorum ,121432,Eddie Rouse,future|mission|space|spaceship|survival,English,Germany,R,2009
Color,Gary Fleder,102,Mekhi Phifer,6114237,Drama|Mystery|Sci-Fi|Thriller,Gary Dourdan,Impostor ,19986,Tim Guinee,alien|android|bomb|future|weapon,English,USA,R,2001
Color,Christian Duguay,93,Bridgette Wilson-Sampras,4835968,Action|Adventure|Thriller,Rufus Sewell,Extreme Ops ,4821,Rupert Graves,commercial|extreme sports|mountain|serbian|terrorist,English,UK,PG-13,2002
Color,Jean-Marie Poiré,84,Matt Ross,4777007,Comedy|Fantasy|Sci-Fi,Bridgette Wilson-Sampras,Just Visiting ,15130,John Aylward,alternate history|alternate timeline|flatulence|future time travel|time travel comedy,English,France,PG-13,2001
Color,Danny Boyle,107,Benedict Wong,3675072,Adventure|Sci-Fi|Thriller,Chris Evans,Sunshine ,190132,Troy Garity,astronaut|earth|future|icarus|sun,English,UK,R,2007
Color,Brian Robbins,91,Lou Saliba,18438149,Comedy|Drama,John Gatins,A Thousand Words ,30842,Greg Collins,box office flop|buddhist|liar|literary agent|magical tree,English,USA,PG-13,2012
Color,Marc F. Adler,94,Anne Bancroft,511920,Adventure|Animation|Comedy|Fantasy|Romance,Eric Idle,Delgo ,2458,Kelly Ripa,box office flop|computer animation|one word title|surrealism|villainess,English,USA,PG,2008
Color,Pierre Morel,115,Mark Rylance,10640645,Action|Crime|Drama|Mystery|Thriller,Ray Winstone,The Gunman ,28429,Jasmine Trinca,assassination|blood vomiting|death|hit squad|mercenary,English,USA,R,2015
Color,Geoffrey Sax,93,Sophie Okonedo,652526,Action|Adventure|Family|Thriller,Alex Pettyfer,Alex Rider: Operation Stormbreaker ,20201,Ashley Walters,14 year old|british|gadget|spy|training,English,Germany,PG,2006
Color,D.J. Caruso,105,Aaron Yoo,80050171,Drama|Mystery|Thriller,Sarah Roemer,Disturbia ,186982,Jose Pablo Cantillo,binoculars|electronic tag|house arrest|neighbor|watching someone,English,USA,PG-13,2007
Color,Iain Softley,107,Fisher Stevens,7564000,Comedy|Crime|Drama|Thriller,Angelina Jolie Pitt,Hackers ,54650,Lorraine Bracco,computer|computer virus|cyberpunk|fight the system|sexual fantasy,English,USA,PG-13,1995
Color,Richard Shepard,101,Zan Marolt,876671,Adventure|Comedy|Drama|Romance|Thriller|War,James Brolin,The Hunting Party ,22010,Ljubomir Kerekes,bosnia|cia|fox|hunt|war criminal,English,USA,R,2007
 Black and White,Joel Coen,111,Bill Cobbs,2869369,Comedy|Fantasy,Jennifer Jason Leigh,The Hudsucker Proxy ,65474,John Mahoney,art deco|board of directors|industry|mail|stock,English,UK,PG,1994
Color,Peter Ho-Sun Chan,113,Takeshi Kaneshiro,128978,Action|Drama|History|Romance|War,Jet Li,The Warlords ,22897,Andy Lau,assassination|blood brother|dynasty|general|stabbing a woman,Mandarin,Hong Kong,R,2007
Color,Sergey Bodrov,112,Kuno Becker,77231,Drama|History|War,Jay Hernandez,Nomad: The Warrior ,3322,Jason Scott Lee,1800s|kazakhstan|nomad,Kazakh,France,R,2005
Color,Joon-ho Bong,126,Ewen Bremner,4563029,Action|Drama|Sci-Fi|Thriller,Chris Evans,Snowpiercer ,181472,Kang-ho Song,closed ecological system|perpetual winter|population control|revolt|train,English,South Korea,R,2013
Color,Bibo Bergeron,90,Bob Balaban,,Adventure|Animation|Comedy|Fantasy|Music|Romance,Adam Goldberg,A Monster in Paris ,15790,François Cluzet,belle epoque|city name in title|monster|paris france,French,France,PG,2011
Color,Jeff Nathanson,93,Glenn Morshower,463730,Comedy,Matthew Broderick,The Last Shot ,3789,Tim Blake Nelson,fbi|movie producer|sting operation|undercover|urination,English,USA,R,2004
Color,Alex Proyas,98,Bai Ling,50693162,Action|Drama|Fantasy,Michael Wincott,The Crow ,136580,David Patrick Kelly,back from the dead|crime boss|crow|gothic|vigilante,English,USA,R,1994
Color,S.S. Rajamouli,159,Anushka Shetty,6498000,Action|Adventure|Drama|Fantasy|War,Tamannaah Bhatia,Baahubali: The Beginning ,62756,Prabhas,ancient india|dual role|good versus evil|hindu|kingdom,Telugu,India,,2015
Color,Robert Schwentke,107,Brooklynn Proulx,63411478,Drama|Fantasy|Romance|Sci-Fi,Arliss Howard,The Time Traveler's Wife ,114925,Michelle Nolden,jumping on a bed|kissing while having sex|librarian|male objectification|pregnant woman in bathtub,English,USA,PG-13,2009
Color,Michael Lehmann,102,Stephen Collins,42640890,Comedy|Romance,Colin Ferguson,Because I Said So ,32412,Tom Everett Scott,meddling|psychologist|sobbing female|subtitled scene|you can say that again joke,English,USA,PG-13,2007
Color,Rob Cohen,106,Vin Diesel,144512310,Action|Crime|Thriller,Paul Walker,The Fast and the Furious ,272227,Jordana Brewster,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,English,USA,PG-13,2001
 Black and White,Tim Burton,87,Catherine O'Hara,35287788,Animation|Comedy|Family|Horror|Sci-Fi,Martin Landau,Frankenweenie ,73886,Atticus Shaffer,dog|life|remake by original director|science|stop motion animation,English,USA,PG,2012
Color,Joss Whedon,119,Sean Maher,25335935,Action|Adventure|Sci-Fi|Thriller,Adam Baldwin,Serenity ,242599,Michael Hitchcock,alliance|cannibalism|future|operative|planet,English,USA,PG-13,2005
Color,Charles S. Dutton,110,Charles S. Dutton,5881504,Biography|Drama|Romance|Sport,Omar Epps,Against the Ropes ,5917,Tim Daly,boxer|boxing|boxing arena|boxing manager|directed by co star,English,USA,PG-13,2004
Color,Richard Lester,125,Robert Vaughn,60000000,Action|Comedy|Sci-Fi,Margot Kidder,Superman III ,49934,Jackie Cooper,computer|high school|kryptonite|smallville|villain,English,UK,PG,1983
Color,Peter Segal,113,Sylvester Stallone,29802761,Comedy|Sport,Robert De Niro,Grudge Match ,46480,Oscar Gale,broke|promoter|retirement|trainer|training,English,USA,PG-13,2013
Color,John Woo,150,Tony Chiu Wai Leung,626809,Action|Adventure|Drama|History|War,Takeshi Kaneshiro,Red Cliff ,36894,Wei Zhao,alliance|battle|china|chinese|strategy,Mandarin,China,R,2008
Color,Andy Tennant,108,Mary Lynn Rajskub,127214072,Comedy|Romance,Ethan Embry,Sweet Home Alabama ,83786,Courtney Gains,alabama|divorce|divorce papers|husband wife relationship|new york city,English,USA,PG-13,2002
Color,Robert Luketic,96,John Michael Higgins,88915214,Comedy|Romance,Gerard Butler,The Ugly Truth ,163665,Eric Winter,call in|chick flick|date|hot air balloon|show producer,English,USA,R,2009
Color,Jonathan Lynn,93,Phil Hartman,30400000,Comedy,Austin Pendleton,Sgt. Bilko ,17810,Max Casella,greenland|military|revenge|soldier|u.s. soldier,English,USA,PG,1996
Color,Robert Rodriguez,100,Alexa PenaVega,85570368,Action|Adventure|Comedy|Family|Sci-Fi,Steve Buscemi,Spy Kids 2: Island of Lost Dreams ,44885,Emily Osment,island|mad scientist|scientist|sequel|spy,English,USA,PG,2002
Color,David Carson,118,Alan Ruck,75668868,Action|Adventure|Mystery|Sci-Fi|Thriller,LeVar Burton,Star Trek: Generations ,60504,Jonathan Frakes,23rd century|bare chested male bondage|enterprise the starship|rescue|sacrifice,English,USA,PG,1994
Color,Kar-Wai Wong,122,Hye-kyo Song,6594136,Action|Biography|Drama,Tony Chiu Wai Leung,The Grandmaster ,24557,Elvis Tsui,challenge|china|hong kong|martial arts|martial arts master,Mandarin,Hong Kong,PG-13,2013
Color,Francis Lawrence,120,Christoph Waltz,58700247,Drama|Romance,Robert Pattinson,Water for Elephants ,95367,James Frain,circus|circus vargas|elephant|fear|train,English,USA,PG-13,2011
Color,,60,Wayne Knight,,Comedy|Family|Sci-Fi,Joseph Gordon-Levitt,3rd Rock from the Sun             ,38383,Kristen Johnston,alien|digit in title|human form|number 3 in title|talking on a rooftop,English,USA,TV-PG,
Color,Yuefeng Song,88,Bianca Collins,,Adventure|Animation|Family|Fantasy,Blythe Auffarth,Dragon Nest: Warriors' Dawn ,2169,Jiao Xu,,English,China,,2014
 Black and White,Norman Jewison,146,Vincent Pastore,50668906,Biography|Drama|Sport,Denzel Washington,The Hurricane ,76016,Deborah Kara Unger,african american|book|boxer|boxing|murder,English,USA,R,1999
Color,Michael Apted,115,Jeff Kober,39177215,Crime|Drama|Thriller,Bill Cobbs,Enough ,30667,Billy Campbell,abusive husband|escape|intimate partner homicide|marriage|woman wearing only a man's shirt,English,USA,PG-13,2002
Color,David Mirkin,123,Anne Bancroft,40334024,Comedy|Crime|Romance,Sarah Silverman,Heartbreakers ,44168,Jeffrey Jones,bank|infidelity|millionaire|money|scam,English,USA,PG-13,2001
Color,Andy Fickman,94,Daniella Alonso,71038190,Action|Comedy|Crime,D.B. Woodside,Paul Blart: Mall Cop 2 ,23473,Eduardo Verástegui,character name in title|no opening credits|sequel|wilhelm scream,English,USA,PG,2015
Color,Luis Mandoki,102,Shirley Knight,24044532,Drama|Romance,Sonia Braga,Angel Eyes ,19686,Kari Matchett,apartment|fate|gun|love|mysterious man,English,USA,R,2001
Color,John Pasquin,98,Ken Marino,22770864,Comedy|Drama,Jim Belushi,Joe Somebody ,8433,Kelly Lynch,bully|co worker|divorce|fight|karate,English,USA,PG,2001
Color,Roman Polanski,133,Frank Langella,18653746,Mystery|Thriller,Johnny Depp,The Ninth Gate ,137722,Lena Olin,bare butt|gnosticism|lucifer|rare book|sex,English,Spain,R,1999
Color,Michael Apted,118,Paul Guilfoyle,17305211,Crime|Drama|Mystery|Thriller,J.K. Simmons,Extreme Measures ,14066,Bill Nunn,cartoon on tv|doctor|emergency room|hospital|nudity,English,USA,R,1996
Color,Stephen Herek,105,Dagmara Dominczyk,16991902,Drama|Music,Beth Grant,Rock Star ,34592,Matthew Glave,cover band|fired from a job|heavy metal|rock star|tribute band,English,USA,R,2001
Color,Lee Daniels,109,Gabourey Sidibe,47536959,Drama,Mo'Nique,Precious ,86955,Mariah Carey,abuse|african american lesbian|lesbian|lesbian couple|school,English,USA,R,2009
Color,Ridley Scott,129,Jason Marsden,10300000,Adventure|Drama,Jeff Bridges,White Squall ,17859,Ethan Embry,acrophobia|jamaica|male bonding|prostitute|tragedy,English,USA,PG-13,1996
Color,John Carpenter,109,Richard Masur,13782838,Horror|Mystery|Sci-Fi,Wilford Brimley,The Thing ,258078,David Clennon,alien creature|alien life form|antarctica|isolation|paranoia,English,USA,R,1982
Color,David Twohy,127,Nolan Gerard Funk,41997790,Action|Sci-Fi|Thriller,Vin Diesel,Riddick ,125305,Bokeem Woodbine,alien|left for dead|mercenary|survival|vomiting,English,USA,R,2013
Color,Jeb Stuart,118,Claudia Stedelin,6482195,Crime|Mystery|Thriller,Gregory Scott Cummins,Switchback ,9740,Ted Markland,deputy|fbi agent|knife held to throat|serial killer|sheriff,English,USA,R,1997
Color,Steve Miner,110,Usher Raymond,623374,Action|Adventure|Drama|Thriller|Western,Tom Skerritt,Texas Rangers ,4757,Leonor Varela,army|mexican|orphan|texas|texas ranger,English,USA,PG-13,2001
Color,Gil Kenan,90,Toby Jones,7871693,Adventure|Family|Fantasy|Sci-Fi,Bill Murray,City of Ember ,52908,Harry Treadaway,box|food|mayor|pipeworks|scientist,English,USA,PG,2008
Color,Paul Thomas Anderson,144,Jeffrey W. Jenkins,16377274,Drama,Mike Howard,The Master ,105144,Bruce Goodchild,drifter|past life regression|psychological testing|right hand man|scientology,English,USA,R,2012
Color,David Leland,97,Ryan Cartwright,,Adventure|Comedy|History|Romance,Hayden Christensen,Virgin Territory ,6691,David Walliams,breasts|nude nun|plague|russian nobleman|two word title,English,Italy,R,2007
 Black and White,Gary Fleder,130,Nicole Beharie,9589875,Biography|Drama|Sport,Dennis Quaid,The Express ,16673,Charles S. Dutton,african american|coach|football movie|nonlinear timeline|syracuse university,English,USA,PG,2008
Color,J Blakeson,112,Maggie Siff,34912982,Action|Adventure|Sci-Fi|Thriller,Chloë Grace Moretz,The 5th Wave ,55617,Nick Robinson,alien|attack|based on novel|based on young adult novel|fear,English,USA,PG-13,2016
Color,Ryan Coogler,133,Phylicia Rashad,109712885,Drama|Sport,Sylvester Stallone,Creed ,146708,Graham McTavish,boxing|boxing match|fight|montage|philadelphia,English,USA,PG-13,2015
Color,Ben Affleck,150,Jon Hamm,92173235,Crime|Drama|Thriller,Jeremy Renner,The Town ,280228,Owen Burke,bank manager|bank robbery|criminal gang|heist|prison,English,USA,R,2010
Color,Kirk Jones,110,Dennis Quaid,41102171,Comedy|Drama|Romance,Anna Kendrick,What to Expect When You're Expecting ,57266,Thomas Lennon,baby|expecting twins|hawaiian shirt|photographer|pregnancy,English,USA,PG-13,2012
Color,Ethan Coen,96,Brad Pitt,60338891,Comedy|Drama,J.K. Simmons,Burn After Reading ,248468,Kevin Sussman,cia|divorce|embassy|gym|memoir,English,USA,R,2008
Color,Jennifer Flackett,96,Anthony Simcoe,48006503,Adventure|Comedy|Family|Fantasy,Gerard Butler,Nim's Island ,28109,Christopher James Baker,author|girl|island|reading|scientist,English,USA,PG,2008
Color,Ron Howard,123,Olivia Wilde,26903709,Action|Biography|Drama|Sport,Chris Hemsworth,Rush ,312629,Alexandra Maria Lara,1970s|female rear nudity|formula 1|rivalry|sex with a nurse,English,UK,R,2013
Color,Paul Thomas Anderson,188,Neil Flynn,22450975,Drama,Patton Oswalt,Magnolia ,241030,Jim Meskimen,abusive father|coincidence|fictional game show|fictional quiz show|multiple storyline,English,USA,R,1999
Color,Kevin Smith,107,Tracy Morgan,44867349,Action|Comedy|Crime,Bruce Willis,Cop Out ,75347,Kevin Pollak,baseball card|detective|partner|thief|wedding,English,USA,R,2010
Color,Christian Ditter,110,Damon Wayans Jr.,46813366,Comedy|Romance,Alison Brie,How to Be Single ,39440,Nicholas Braun,motor scooter|new york city|newborn baby|scooter|single,English,USA,R,2016
Color,Charles Martin Smith,113,Michael Roark,72279690,Drama|Family,Morgan Freeman,Dolphin Tale ,17948,Harry Connick Jr.,boy|dolphin|prosthetics|tail|trap,English,USA,PG,2011
Color,Catherine Hardwicke,122,Taylor Lautner,191449475,Drama|Fantasy|Romance,Kristen Stewart,Twilight ,348007,Anna Kendrick,blood|high school|love|school|vampire,English,USA,PG-13,2008
Color,Nick Cassavetes,116,Laura Harring,71026631,Crime|Drama|Thriller,Denzel Washington,John Q ,98899,Anne Heche,health care|heart transplant|hospital|hostage|insurance,English,USA,PG-13,2002
Color,Les Mayfield,93,Dave Chappelle,68208190,Action|Comedy|Crime|Thriller,Peter Greene,Blue Streak ,60572,Tamala Jones,detective|diamond|jewel|police|thief,English,USA,PG-13,1999
Color,Rawson Marshall Thurber,118,Molly C. Quinn,150368971,Comedy|Crime,Laura-Leigh,We're the Millers ,316671,Thomas Lennon,fake family|male frontal nudity|marijuana|mexico|stripper,English,USA,R,2013
Color,Fedor Bondarchuk,115,Fedor Bondarchuk,,Action|Adventure|Sci-Fi,Yuliya Snigir,Obitaemyy ostrov ,4387,Aleksey Serebryakov,22nd century|first part|friend|guard|space opera,Russian,Russia,,2009
Color,Jonathan Mostow,93,M.C. Gainey,50129186,Action|Crime|Drama|Mystery|Thriller,Kathleen Quinlan,Breakdown ,38399,J.T. Walsh,car breakdown|diner|jeep|paranoia|violence,English,USA,R,1997
